time_s,request_rate_rps,avg_service_time_ms,pool_size,p99_ms,cpu_usage_pct,heap_used_pct,queue_length
91,478,211.9540489,61,320.0974999,51.45360496,42.322,34.81900773
92,500,173.6001723,61,260.0445179,57.95879983,42.322,26.40829347
93,471,234.4555838,61,305.2754312,48.30531324,42.322,27.1798455
94,470,245.3727718,61,329.5820201,60.13454,42.322,33.97275101
95,513,226.4153532,61,267.928577,64.59977,42.322,37.14877219
96,479,186.3215077,61,278.4807944,64.59977,42.322,22.41562547
97,514,200.1413477,61,288.7583517,64.59977,42.322,31.09857416
98,471,200.3852005,61,307.4008435,64.59977,42.322,30.08400443
99,541,180.0671017,61,265.4084578,64.59977,42.322,35.98202659
100,487,216.8801219,61,262.3471685,64.59977,42.322,30.1874356
101,486,218.4166035,65,504.0898883,64.59977,44.32,15.2626122
102,509,184.8576453,65,368.5273143,64.59977,44.32,21.0061726
103,472,233.1282061,65,493.2686725,64.59977,44.32,11.86431047
104,543,234.5592018,65,350.5912684,64.59977,44.32,33.40205323
105,498,201.5454401,65,391.1427558,64.59977,44.32,23.08497263
106,524,192.4900635,65,300.7915434,64.59977,44.32,29.61869899
107,481,215.5014061,65,468.2400712,64.59977,44.32,20.49174888
108,507,216.6055135,65,351.3930836,64.59977,44.32,24.05355059
109,507,240.7462662,65,341.6612139,64.59977,44.32,28.42561717
110,492,194.5345405,65,387.4341454,64.59977,44.32,19.63934134
111,510,246.1271275,65,406.2193593,64.59977,44.32,30.0451904
112,497,182.9482279,65,404.7092764,64.59977,44.32,15.53149043
113,482,162.1095378,65,476.2825691,64.59977,44.32,17.78156319
114,523,219.0630391,65,279.8806342,64.59977,44.32,28.99472864
115,457,198.8897779,65,502.4051734,64.59977,44.32,18.61836052
116,473,198.1842767,65,459.5346212,35.59049934,44.32,15.38740086
117,487,174.3901033,65,406.6567779,37.54701867,44.32,14.44362812
118,539,181.623061,65,297.4370222,58.66448836,44.32,38.88610309
119,485,203.098972,65,450.9494417,36.34921493,44.32,17.83112702
120,469,210.1416333,65,498.6044294,37.27210499,44.32,13.37961446
121,452,158.8666328,69,511.8407252,40.61090817,44.32,6.7027231
122,451,145.0262785,69,527.6075406,40.42281669,44.32,5.860623785
123,512,239.7174984,69,435.5667708,66.4555,44.32,16.51735372
124,488,209.4359053,69,405.1971604,66.4555,44.32,8.838358792
125,530,225.9831525,69,477.3863215,66.4555,44.32,25.8338783
126,445,218.195893,69,464.8636685,66.4555,44.32,8.941126792
127,482,213.3308681,69,472.5502458,66.4555,44.32,8.083357557
128,504,226.9702414,69,467.3333345,66.4555,44.32,17.03215544
129,449,206.0331896,69,448.5710555,66.4555,44.32,3.516124919
130,501,207.2269051,69,475.9329581,66.4555,44.32,10.88222982
131,525,175.3344296,69,540.4949823,66.4555,44.32,29.17461238
132,540,188.9073592,69,527.5081362,66.4555,44.32,30.33909537
133,519,176.3224044,69,450.2644105,66.4555,44.32,25.61736486
134,519,236.816929,69,449.1831109,66.4555,44.32,19.31551214
135,502,244.3753606,69,461.8147593,66.4555,44.32,20.58897703
136,527,193.158841,69,490.9213002,66.4555,44.32,23.66559783
137,493,193.2211417,69,467.5106748,66.4555,44.32,16.87126823
138,484,156.9804829,69,456.3179974,66.4555,44.32,9.720118438
139,499,175.1327202,69,455.5065851,42.48012538,44.32,14.67824181
140,481,218.8870901,69,431.3361585,36.85653008,44.32,9.884340061
141,491,207.020972,73,519.7430628,67.13211,52.11234,7.466935464
142,492,204.4153955,73,540.0073374,67.13211,52.11234,13.88504638
143,537,169.844486,73,481.6502983,67.13211,52.11234,23.44701771
144,489,179.1656214,73,460.0487275,67.13211,52.11234,6.593422422
145,526,195.1169816,73,501.7408978,67.13211,52.11234,26.43427436
146,522,178.6329839,73,537.6626488,67.13211,52.11234,26.3751946
147,509,249.7933146,73,455.99138,67.13211,52.11234,19.20820837
148,516,150.4590804,73,484.0470291,67.13211,52.11234,27.05520916
149,513,201.629402,73,490.2350896,67.13211,52.11234,11.31693201
150,471,230.252002,73,466.7870022,67.13211,52.11234,1.868598108
151,465,202.6844644,73,554.7173831,67.13211,52.11234,0
152,463,166.9983556,73,511.5689303,67.13211,52.11234,0
153,521,192.2364411,73,515.4128803,67.13211,52.11234,22.00025768
154,520,169.4480706,73,465.8139442,67.13211,52.11234,20.50174171
155,548,200.8721441,73,519.1259319,67.13211,52.11234,26.2678842
156,506,153.6801608,73,489.1369483,67.13211,52.11234,12.10722795
157,507,249.6539935,73,492.2318818,67.13211,52.11234,12.11427683
158,504,228.1450034,73,429.7779915,67.13211,52.11234,17.40283767
159,498,241.4042077,73,464.7069261,67.13211,52.11234,11.05414375
160,518,169.1883192,73,498.8913148,47.96663358,52.11234,24.79949497
161,499,219.8033194,77,490.2721187,43.98462625,52.11234,17.2901278
162,542,181.3879681,77,555.2712531,68.32234,52.11234,32.65761364
163,469,197.3983655,77,458.0172962,68.32234,52.11234,2.029711936
164,510,186.2850602,77,424.7436217,68.32234,52.11234,11.74766834
165,519,217.0832492,77,478.0406518,68.32234,52.11234,20.54784381
166,489,197.5471518,77,488.4561958,68.32234,52.11234,3.100167788
167,518,272.3722234,77,503.9406277,68.32234,52.11234,18.41989656
168,491,226.3567284,77,448.4604023,68.32234,52.11234,13.72154442
169,474,212.1335598,77,408.6249562,68.32234,52.11234,5.331717882
170,544,216.4560668,77,519.2974347,68.32234,52.11234,32.4692263
171,492,193.1968064,77,488.3867557,68.32234,52.11234,13.35286772
172,503,222.7011679,77,504.6249817,68.32234,52.11234,12.46253798
173,520,209.545184,77,464.49136,68.32234,52.11234,19.62277824
174,492,221.4141474,77,495.6986941,68.32234,52.11234,13.64584023
175,469,168.6047682,77,456.4038324,68.32234,52.11234,5.461586677
176,509,209.8326377,77,460.8102387,68.32234,52.11234,20.06298252
177,506,213.3223681,77,441.6554312,68.32234,52.11234,11.33213265
178,524,177.9514968,77,494.6318638,68.32234,52.11234,26.75142496
179,497,236.0910622,77,467.9739563,68.32234,52.11234,11.45757994
180,487,203.8746849,77,487.8577295,41.52111145,52.11234,5.599302042
181,520,215.1326515,81,504.7887818,68.81211,52.11234,29.03645324
182,485,188.0617969,81,474.0020905,68.81211,60.11432,7.789928445
183,511,168.5318485,81,471.4714714,68.81211,60.11432,18.03581319
184,464,176.8960374,81,430.6850485,68.81211,60.11432,4.250432251
185,473,151.4990148,81,465.1061362,68.81211,60.11432,0.082439799
186,510,212.1169392,81,473.9019446,68.81211,60.11432,11.88165671
187,507,202.4854232,81,490.9480702,68.81211,60.11432,13.94780159
188,482,224.3066659,81,465.2104814,68.81211,60.11432,8.274340585
189,541,211.7833367,81,475.067198,68.81211,60.11432,25.70484494
190,513,224.5714281,81,489.6330785,68.81211,60.11432,16.13630794
191,442,220.7343446,81,516.800157,68.81211,60.11432,2.482895799
192,470,198.7786898,81,522.1848648,68.81211,60.11432,4.072565426
193,517,182.2458482,81,472.2888844,68.81211,60.11432,17.75301245
194,527,217.8864009,81,499.494336,68.81211,60.11432,24.25850783
195,516,204.555961,81,483.7869725,68.81211,60.11432,19.57365016
196,484,219.9561021,81,448.6236616,68.81211,60.11432,5.618543091
197,452,187.2933941,81,484.7828823,68.81211,60.11432,2.524543817
198,514,200.2231323,81,449.2846243,68.81211,60.11432,20.73115042
199,464,216.2354366,81,489.0673201,68.81211,60.11432,0.909305764
200,520,171.3017145,81,500.8773183,68.81211,60.11432,21.11310433
201,505,183.8061231,85,494.9041115,68.0121,60.11432,14.24974202
202,548,213.2141428,85,499.944058,69.0011,60.11432,32.60844458
203,505,228.9224113,85,489.545338,69.0011,60.11432,16.89387838
204,510,186.7778571,85,502.9191532,69.0011,60.11432,18.28054414
205,473,207.0510354,85,452.6048955,69.0011,60.11432,8.403636176
206,494,226.0789213,85,441.5191058,69.0011,60.11432,13.53416237
207,469,193.3347319,85,409.9210792,69.0011,60.11432,2.335189551
208,485,217.1974519,85,440.8468018,69.0011,60.11432,6.906396334
209,495,168.090551,85,408.1344899,69.0011,60.11432,19.161571
210,509,229.2766116,85,480.3554548,69.0011,60.11432,18.81065821
211,494,210.1587374,85,489.0063421,69.0011,60.11432,9.725449983
212,506,211.6157504,85,508.2469171,69.0011,60.11432,27.89915291
213,498,196.7255862,85,464.4180607,69.0011,60.11432,13.12496888
214,505,209.0496095,85,467.8161514,69.0011,60.11432,15.53133524
215,513,200.7876454,85,456.0062431,69.0011,60.11432,21.67694458
216,510,145.3373613,85,505.8445658,69.0011,60.11432,20.39956791
217,520,230.8139644,85,448.9988394,69.0011,60.11432,27.15463001
218,496,177.136238,85,464.11625,69.0011,60.11432,10.00258386
219,491,258.0559324,85,464.7504222,69.0011,60.11432,11.76585501
220,516,219.4720475,85,417.6632425,69.0011,60.11432,22.24742816
221,539,169.8966243,89,493.9159602,69.0011,60.11432,18.69411211
222,501,182.3633953,89,503.4364267,69.0011,60.11432,12.65524958
223,488,188.3342091,89,428.3431724,69.0011,60.11432,14.48608345
224,500,164.668552,89,447.1022613,69.0011,40.30845795,14.73934613
225,459,209.9833237,89,480.7207256,69.0011,37.92913279,4.565766952
226,452,193.3653363,89,458.547951,69.0011,38.91223476,8.396287982
227,489,195.1203575,89,433.8909295,69.0011,39.31726781,11.87328873
228,488,291.6065211,89,480.6453727,69.0011,38.23254547,11.40834468
229,527,190.3385496,89,470.2487178,69.0011,40.06937315,19.67036823
230,474,171.0457121,89,420.0027725,69.0011,38.12978952,7.820906496
231,469,259.8285763,89,484.3763081,69.0011,37.66336057,8.260049028
232,519,222.2008916,89,486.2975956,69.0011,39.70261552,21.8669034
233,512,207.8885803,89,450.8043965,69.0011,40.08994056,14.57358122
234,493,213.724249,89,448.79884,69.0011,39.12912841,7.707143204
235,502,172.6599309,89,430.195904,69.0011,38.80203553,18.05124143
236,475,204.5588236,89,414.7431044,69.0011,37.33403594,0
237,472,173.2716976,89,442.9908709,69.0011,38.86831487,11.99370742
238,493,161.4280457,89,422.2672564,69.0011,38.91719613,11.23008074
239,517,206.7593099,89,431.4361465,69.0011,40.25413324,19.19746841
240,498,192.9217017,89,467.4630434,69.0011,38.8435383,12.23599767
241,477,195.8515502,93,448.3566652,70.01112,40.29230198,18.88717645
242,446,208.9682366,93,469.9962374,70.01112,39.15664454,5.360674202
243,486,169.8286567,93,479.5838817,70.01112,40.82515048,11.63406912
244,505,180.1190407,93,433.3445584,70.01112,41.61379512,14.53153352
245,462,205.4951795,93,428.9123813,70.01112,39.2555683,15.11104905
246,526,173.7334495,93,480.337523,70.01112,40.00514262,7.399587071
247,510,182.5188587,93,507.9703732,70.01112,40.99812193,16.63420641
248,518,222.2288859,93,455.0636914,70.01112,40.01358522,12.16480995
249,491,201.2794578,93,467.325627,70.01112,40.86285946,9.450856097
250,489,219.6020064,93,448.8398209,70.01112,40.60454752,11.04908286
251,499,203.3695302,93,538.1689742,70.01112,40.07965491,15.89147809
252,527,197.9809692,93,531.7147253,70.01112,40.58917841,12.83538726
253,536,180.8196315,93,477.5298132,70.01112,40.6726113,15.37144726
254,526,221.6183531,93,480.3010905,70.01112,40.32744397,14.39594778
255,500,167.8115721,93,494.0828035,70.01112,39.78499049,11.61275453
256,467,190.494834,93,483.0924923,70.01112,39.85888803,14.60946219
257,538,200.7375474,93,517.4788689,70.01112,39.96279205,6.819741131
258,476,196.7033355,93,434.227174,70.01112,40.54563696,12.00825135
259,478,207.9891261,93,446.4794243,70.01112,41.05723293,12.59750613
260,541,190.6396081,93,457.3563758,70.01112,40.67418236,11.1916024
261,487,197.6841838,97,507.0917794,70.566,40.45802354,16.6834448
262,513,217.0854018,97,508.2714185,70.566,41.13160866,6.628244375
263,499,245.6596706,97,439.2732724,70.566,41.26428008,7.57533456
264,535,180.381036,97,496.0160254,70.566,41.59297454,4.451459195
265,529,200.6996819,97,457.4619453,70.566,41.47946091,10.9612475
266,516,196.6202513,97,462.6206958,70.566,42.02680167,15.00328559
267,503,198.5883417,97,475.1585804,70.566,40.59258263,8.05136414
268,486,205.6433866,97,476.4196219,70.566,40.4725402,10.66175288
269,517,185.7214368,97,450.5717831,70.566,41.04380631,7.784012377
270,470,223.2918738,97,439.310151,70.566,41.31231452,9.893220499
271,519,190.8139227,97,513.5596254,70.566,40.68812655,9.608256487
272,521,240.7928258,97,535.8349682,70.566,40.66386483,8.074437294
273,503,208.8335879,97,487.6984579,70.566,40.81741863,10.33733544
274,540,185.6269068,97,494.0714769,70.566,40.1352756,10.80165303
275,449,215.4016989,97,465.763591,70.566,40.24309742,14.2139564
276,511,213.4274465,97,469.8260663,70.566,40.69989148,19.05942338
277,519,191.8597581,97,493.8275515,70.566,41.23549716,8.698441127
278,516,195.4395466,97,460.8842969,70.566,39.97884306,6.183359884
279,449,198.4631906,97,468.2704897,70.566,40.43041351,8.109765363
280,508,167.6726273,97,466.5326144,70.566,40.56316831,6.08682631
281,512,199.2725619,101,557.1041973,70.7154,41.47878255,7.812718352
282,494,210.5380243,101,519.6064255,70.7154,41.80063437,9.839017346
283,511,195.0131444,101,432.0210588,70.7154,40.77146166,5.710299493
284,527,200.3060217,101,464.2789909,70.7154,40.78369371,10.47128296
285,527,194.0443745,101,459.2200386,70.7154,40.94991606,11.87238182
286,506,159.3891017,101,435.0788902,70.7154,40.94971799,11.86186185
287,485,172.5830711,101,414.6970744,70.7154,41.20603712,6.940944463
288,477,158.6013362,101,497.3064768,70.7154,42.38906631,13.89369094
289,490,249.7085078,101,496.3408933,70.7154,41.12235293,8.442303444
290,486,200.0085491,101,474.784899,70.7154,39.46481874,11.99845434
291,472,187.1011116,101,512.2546473,70.7154,41.04558602,15.70006352
292,506,215.74247,101,527.2072221,70.7154,40.20580951,8.043730885
293,537,217.8447934,101,475.1839629,70.7154,40.1866529,13.99053342
294,471,177.2549545,101,459.2624484,70.7154,40.16748861,12.83127499
295,457,201.031485,101,457.658181,70.7154,40.84865081,13.86885191
296,509,193.9993833,101,465.5580251,70.7154,40.53206276,8.552528925
297,495,202.7989739,101,491.5142957,70.7154,41.16460279,9.984980188
298,517,223.3765195,101,488.8692042,70.7154,40.20512823,11.08768366
299,485,179.6449792,101,440.1436212,70.7154,41.00995733,14.58844811
300,482,198.8915192,101,498.3378463,70.7154,41.26395844,10.76252001
301,536,230.5115163,105,523.5743316,70.8342,40.33295407,6.080359536
302,516,186.4934734,105,503.1610194,70.8342,40.1958519,5.849782038
303,510,181.5531314,105,435.8522201,70.8342,41.39227219,13.6137738
304,482,203.7258478,105,447.0585332,70.8342,41.58154606,9.948682996
305,474,231.8430707,105,473.2221272,70.8342,42.35428392,10.10191917
306,485,201.4119781,105,453.3367257,70.8342,41.74951174,13.25580007
307,521,236.6274959,105,470.3532433,70.8342,41.96600722,7.119704587
308,496,184.3262615,105,498.0291063,70.8342,41.97508696,8.97828283
309,520,197.9402111,105,466.2772053,70.8342,40.70543036,11.48985818
310,504,162.411554,105,480.5498205,70.8342,40.89914152,13.34368904
311,510,210.3596502,105,544.8250946,70.8342,42.11033692,12.36811857
312,501,185.5883299,105,557.9778559,70.8342,42.26148637,6.47832698
313,467,137.2203218,105,469.5087136,70.8342,40.64458466,12.75851008
314,483,225.4763659,105,490.503297,70.8342,40.62137619,15.28569818
315,497,173.9123131,105,484.6830627,70.8342,40.90731191,3.746091503
316,488,189.6486137,105,442.8410612,70.8342,41.43343891,12.66103543
317,468,219.4904601,105,451.378461,70.8342,41.64797065,11.57672571
318,455,223.2389445,105,457.6909856,70.8342,41.41913795,12.50568435
319,479,224.0140481,105,502.1835287,70.8342,40.53257004,8.479227574
320,493,205.3019767,105,458.5581153,70.8342,41.22635396,10.17310795
321,528,190.2425085,109,500.106636,70.95678,40.60051748,4.06201583
322,500,164.8742761,109,504.0432307,70.95678,42.02870431,11.32098422
323,489,220.4800264,109,443.9779018,70.95678,40.85924948,9.343085672
324,520,154.5894,109,441.9204242,70.95678,41.72250402,4.732741978
325,484,206.7890446,109,452.4714171,70.95678,40.66321976,11.82149423
326,482,221.9226975,109,499.2938921,70.95678,41.56317448,9.945161656
327,512,200.3134059,109,437.1606871,70.95678,41.70770584,9.11642811
328,489,225.4371007,109,461.9376409,70.95678,41.0449273,10.97089444
329,449,158.561214,109,453.8358674,70.95678,41.5069224,7.859891283
330,514,201.0163041,109,497.5344404,70.95678,41.78789396,8.064763354
331,448,207.9258838,109,524.8664466,70.95678,42.23040206,9.830687811
332,538,174.8057614,109,488.9979201,70.95678,41.08907583,4.645269225
333,477,221.3044182,109,487.2011216,70.95678,41.57374056,8.7360585
334,468,185.4277846,109,489.6249838,70.95678,41.2780486,9.869611636
335,482,189.6302602,109,501.386882,70.95678,42.17987877,12.4829558
336,506,190.0895901,109,484.0018166,70.95678,41.43062964,12.5076155
337,508,230.0719652,109,464.3121374,70.95678,41.42852024,4.085775992
338,519,208.1057814,109,472.0458282,70.95678,40.77182525,10.64798033
339,483,184.9085898,109,448.8394757,70.95678,41.34629354,11.14831583
340,497,225.7032275,109,477.4689721,70.95678,40.84636335,8.052197261
341,523,193.7444171,113,489.3961659,71.012,40.12266098,10.44557677
342,521,228.7654964,113,514.1903952,71.012,41.56267849,14.66730898
343,480,164.6743045,113,443.9772142,71.012,41.90260188,4.687840173
344,488,231.9544931,113,498.634283,71.012,41.53345596,11.02542556
345,515,237.5297363,113,466.9317185,71.012,41.97453631,10.0553137
346,516,211.3517206,113,440.8922554,71.012,41.40598228,11.83428031
347,532,256.6969194,113,467.2623602,71.012,40.59354444,9.969773273
348,470,158.4359715,113,509.5074941,71.012,41.73199248,9.338890773
349,513,192.4822692,113,495.695541,71.012,41.9314282,15.18423482
350,470,207.1207778,113,462.1747019,71.012,42.27596279,12.26325502
351,531,166.2363208,113,522.5061571,71.012,40.93237393,18.03925642
352,508,219.2726038,113,538.1700967,71.012,42.04014013,10.65459151
353,450,207.4350933,113,486.9610057,71.012,42.38799705,11.89159867
354,486,214.6766556,113,491.5640724,71.012,40.82363244,13.29907437
355,525,180.5874786,113,481.9828555,71.012,41.28698536,7.786390124
356,506,190.083145,113,489.9160494,71.012,41.7894742,0.309803275
357,530,191.699103,113,471.8869522,71.012,41.38699054,10.07858661
358,507,196.9390492,113,462.472563,71.012,40.96360606,2.500476656
359,493,218.2155319,113,459.63015,71.012,40.69606641,9.005574609
360,515,174.1544352,113,496.4491672,71.012,40.96977306,7.908121145
361,495,197.1048059,113,481.3313548,71.012,41.43541997,9.891600107
362,501,203.3539132,113,542.6750578,71.012,41.77191676,12.89839046
363,465,198.1319965,113,480.5271848,71.012,42.81610223,11.69829384
364,493,186.1080453,113,521.2038369,71.012,42.4707024,13.0929457
365,477,232.2903836,113,493.5485146,71.012,41.70674722,9.275770222
366,480,152.2555323,113,471.525907,71.012,40.94103903,8.540106651
367,516,163.7698561,113,520.2941136,71.012,42.49050421,12.09201979
368,492,208.1156186,113,458.3635999,71.012,41.26847375,6.148594672
369,516,208.7674914,113,497.7785621,71.012,41.29850701,11.93856754
370,520,173.7870473,113,473.8368747,71.012,41.37058838,9.685323293
371,467,176.1623306,49,262.2101866,52.76348565,33.92171116,53.24333399
372,528,183.405466,49,242.6336022,58.44351669,34.81231885,58.59246494
373,466,244.8674554,49,237.0608595,56.04665111,34.12903985,55.94332567
374,517,212.3886501,49,282.42582,57.78984084,32.97366707,60.63997961
375,515,209.0389237,49,286.8623963,56.67589619,33.25603265,59.21042656
376,493,259.8426122,49,291.2930454,53.63621103,33.61317619,66.03258361
377,507,137.1957251,49,230.8422401,58.47150028,33.68673494,51.0111505
378,494,196.9989178,49,260.7796461,56.14554621,34.74656014,59.04586709
379,543,220.4035032,49,263.7764659,59.33599193,33.80515434,66.04681685
380,478,158.161853,49,221.198286,51.29131653,34.30399293,50.33841034
381,493,248.5827421,49,306.188865,57.62221196,33.72734973,63.18302614
382,475,178.4424992,49,249.0940663,53.61435623,33.00032982,50.09755374
383,489,224.3258071,49,291.421501,55.42599693,34.07870139,51.52562112
384,482,206.8803203,49,259.5729428,54.30351166,34.6451155,57.94826691
385,517,234.2424641,49,296.4451796,55.74856217,33.95300946,58.53128064
386,485,180.5122736,49,236.6820832,53.58977956,33.29967169,52.61302372
387,477,179.9203024,49,229.470063,54.99226561,34.29050708,52.81644584
388,498,181.5347338,49,250.6134453,53.74520829,34.25504411,52.49447962
389,446,201.0292615,49,249.2612782,51.12808365,34.26701775,49.16328688
390,500,218.9317651,49,285.2884705,53.57782228,34.01758798,56.72481193
391,483,214.8158732,49,276.5292256,55.41439249,35.15556649,70.9560143
392,518,236.5334291,49,285.5502485,57.6050893,35.33570578,68.60312188
393,459,193.1578715,49,239.7980852,52.66295294,33.7189832,53.00700423
394,487,209.2016899,49,253.1173487,55.34254471,33.32082694,53.98977645
395,465,199.9620695,49,260.9158012,53.80182869,34.61398474,55.56454629
396,507,216.1469472,49,291.9344742,56.65289137,34.56632987,52.64602335
397,475,213.2070379,49,274.2056828,53.4285273,33.86970625,51.26513944
398,475,186.9534848,49,238.3292644,53.11667993,33.20484057,53.10839244
399,505,188.2393546,49,246.9067644,57.03676304,34.37409015,52.65163294
400,486,184.7067377,49,232.4437353,53.72231417,34.80850628,50.0049545
401,494,217.2241306,49,289.4194883,53.59595928,34.14201529,65.10795667
402,519,203.2353576,49,284.9846863,59.28423913,33.04454666,64.99063265
403,546,153.0604451,49,234.3295986,58.96123996,34.0325506,58.62292236
404,533,199.6096999,49,268.4048441,57.68626453,32.71365225,63.82824156
