time_s,request_rate_rps,avg_service_time_ms,pool_size,p99_ms,cpu_usage_pct,heap_used_pct,queue_length
164,510,186.2850602,62,238.423786,58.42560681,34.96451754,23.61140376
165,519,217.0832492,62,240.141048,57.96511951,34.62415601,24.7197975
166,489,197.5471518,62,276.4792912,50.63409034,34.98130376,24.51346035
167,518,272.3722234,62,270.0673195,56.74558863,35.39459969,23.53747282
168,491,226.3567284,62,297.2519554,54.47679103,34.7010697,24.21374407
169,474,212.1335598,62,312.6523613,46.38229289,35.85356025,23.82712604
170,544,216.4560668,62,217.6626932,59.19673358,34.79173427,25.88663762
171,492,193.1968064,62,287.5586441,54.14649497,34.64688869,29.9451105
172,503,222.7011679,62,268.2581954,56.13195528,34.93602311,29.41848102
173,520,209.545184,62,251.6789443,61.73932321,34.42777065,31.6111206
174,492,221.4141474,62,309.638805,54.96118531,34.38135551,22.9465675
175,469,168.6047682,62,323.8592906,45.40550308,36.0094279,15.11956013
176,509,209.8326377,62,250.7058771,58.85968382,34.36316457,24.92779292
177,506,213.3223681,62,244.8001081,59.45835703,34.68697484,23.69819963
178,524,177.9514968,62,211.1403529,61.168523,34.5431422,31.55180777
179,497,236.0910622,62,305.3313768,53.25806566,34.94419804,18.68051689
180,487,203.8746849,62,286.1685641,50.43271825,35.12773057,29.84181028
181,520,215.1326515,60,231.5207363,58.93768994,33.95158448,25.36607297
182,485,188.0617969,60,215.749615,53.06143016,34.39113216,25.42027862
183,511,168.5318485,60,192.9753124,60.37233294,34.92186042,25.03704111
184,464,176.8960374,60,256.8388285,50.23597327,34.21679669,22.94049222
185,473,151.4990148,60,214.4318526,54.52244146,33.60733865,18.91329323
186,510,212.1169392,60,219.1795874,58.45483851,34.89289087,32.97089737
187,507,202.4854232,60,221.9759835,58.66177475,35.1114025,27.3541818
188,482,224.3066659,60,272.3198169,54.33500735,34.3687424,36.72974334
189,541,211.7833367,60,236.9037894,61.00112814,34.3716146,34.44190916
190,513,224.5714281,60,227.4344258,57.113632,33.49168878,31.44086725
191,442,220.7343446,60,320.2410854,40.68673925,35.55441437,14.8085061
192,470,198.7786898,60,248.5205367,52.92381005,34.51660831,29.97626358
193,517,182.2458482,60,206.3884135,60.55686594,33.37798858,30.07555028
194,527,217.8864009,60,243.6886101,58.59302005,33.90830161,32.02084142
195,516,204.555961,60,222.3877872,58.77300024,34.96129202,38.85550767
196,484,219.9561021,60,248.9246072,57.99953318,34.84913423,35.17356349
197,452,187.2933941,60,293.3585295,46.92033535,35.12339189,19.63341934
198,514,200.2231323,60,219.5587727,61.2409159,34.70719121,25.88199543
199,464,216.2354366,60,292.3018817,49.50904607,34.38453555,25.76304469
200,520,171.3017145,60,184.9220821,59.30162422,33.59962154,32.5821677
201,505,183.8061231,60,210.8253054,57.45671335,35.48153933,25.92125192
202,548,213.2141428,60,220.628847,59.55225001,34.51509345,32.16027697
203,505,228.9224113,60,254.7975495,55.64228884,34.79067796,29.59843778
204,510,186.7778571,60,190.3876639,59.14682034,34.50177254,28.82708432
205,473,207.0510354,60,244.4455482,53.79753983,34.47934337,28.08695766
206,494,226.0789213,60,257.8688825,56.91353719,34.20517718,23.32518503
207,469,193.3347319,60,247.4517466,52.04033578,34.70782342,31.83510263
208,485,217.1974519,60,234.7647814,55.47910961,35.17573385,33.14700861
209,495,168.090551,60,209.0332005,58.01597995,34.55776093,21.27703506
210,509,229.2766116,60,234.6693507,56.95362218,34.57591971,30.91044398
211,494,210.1587374,62,265.550532,56.40700272,34.88161327,30.3700345
212,506,211.6157504,62,259.2889274,58.17209734,34.24961508,18.67702585
213,498,196.7255862,62,234.1639676,56.87515522,34.55672542,24.30883358
214,505,209.0496095,62,240.2361763,57.4696591,34.17328426,28.71028262
215,513,200.7876454,62,252.0870404,57.7164099,34.28686283,28.12786516
216,510,145.3373613,62,208.3427564,58.38167216,34.73456953,23.2340093
217,520,230.8139644,62,246.2594221,57.11877379,35.87393767,28.51566391
218,496,177.136238,62,248.094075,56.746129,35.31321885,14.01320641
219,491,258.0559324,62,302.7054245,51.02255328,35.77439421,22.74378645
220,516,219.4720475,62,272.9596872,56.61601362,34.17805256,29.25704826
221,539,169.8966243,62,212.7486166,59.11191896,34.49429401,32.24215411
222,501,182.3633953,62,220.6632491,57.34722389,34.88784057,22.24578825
223,488,188.3342091,62,278.2704071,52.50801011,35.23194188,26.40585498
224,500,164.668552,62,230.0903226,57.2176731,35.30070877,23.77480644
225,459,209.9833237,62,342.5988045,38.02285904,35.53169309,13.8829864
226,452,193.3653363,62,373.6398097,39.92813484,36.4397359,15.55290865
227,489,195.1203575,62,284.3159368,52.53542675,34.39832915,21.13755058
228,488,291.6065211,62,330.2705285,48.34526386,35.12067925,19.41672922
229,527,190.3385496,62,230.1111122,61.35782524,34.29353636,33.14379068
230,474,171.0457121,62,280.4532962,45.34484824,35.76395905,14.81086683
231,469,259.8285763,62,345.7974333,39.13413352,35.51481988,13.45743726
232,519,222.2008916,62,245.5390231,60.29731561,33.60050569,27.78426719
233,512,207.8885803,62,234.4383612,60.22152797,34.11403278,27.35261324
234,493,213.724249,62,272.5042877,55.75520478,34.20235975,20.75103337
235,502,172.6599309,62,239.6246562,57.42172346,33.67611645,25.22792579
236,475,204.5588236,62,318.9014095,45.43986846,34.75482934,20.81056733
237,472,173.2716976,62,290.925821,45.3471391,35.19342206,14.48703081
238,493,161.4280457,62,239.8629534,53.95544823,35.7545787,21.65721989
239,517,206.7593099,62,230.063712,59.7241059,34.71434627,20.93279767
240,498,192.9217017,62,242.7080847,58.52251102,33.56448604,17.45427444
241,477,195.8515502,62,291.1797576,45.26229998,36.59821462,19.82114772
242,446,208.9682366,62,351.2892548,38.35341738,35.8073726,9.675567618
243,486,169.8286567,62,262.5259128,50.09179403,34.9554899,25.02697424
244,505,180.1190407,62,219.9038874,57.8665627,35.00644547,26.9509424
245,462,205.4951795,62,391.5691431,38.2357232,35.54760888,15.49227388
246,526,173.7334495,62,206.1030082,59.3886476,33.65425631,29.92402806
247,510,182.5188587,62,221.8541538,59.3733514,34.07941539,20.36607203
248,518,222.2288859,62,253.5258318,58.42549234,34.39757986,30.06584584
249,491,201.2794578,62,269.3268624,54.18144898,36.09862036,27.0401466
250,489,219.6020064,62,281.4817586,50.83772741,34.64727561,25.7676065
251,499,203.3695302,62,265.2388684,56.06656959,34.20955672,18.98105728
252,527,197.9809692,62,238.7816983,58.67450581,34.09621643,29.83696332
253,536,180.8196315,62,200.8032644,61.5884009,34.60616585,33.36804524
254,526,221.6183531,62,250.8342133,59.44804385,34.01659398,31.56362951
255,500,167.8115721,62,219.931234,57.44475374,34.51694857,25.31697445
256,467,190.494834,62,325.6731862,42.7600773,35.83900333,13.02519281
257,538,200.7375474,62,206.8132519,61.82620445,35.61195558,30.37859164
258,476,196.7033355,62,296.3844927,45.21732419,35.07876293,19.35891892
259,478,207.9891261,62,286.6161826,48.18659706,35.96211035,29.77588175
260,541,190.6396081,62,219.5747706,60.94239069,34.66296245,30.9232167
261,487,197.6841838,62,280.1453881,51.24505814,34.95077457,26.11914545
262,513,217.0854018,62,254.9772695,56.32004685,34.06856551,24.8605058
263,499,245.6596706,62,297.8623902,55.81218584,34.74126381,25.78932455
264,535,180.381036,62,201.4571331,60.76586305,34.43682148,26.55712549
265,529,200.6996819,62,229.6569259,60.36309646,34.53760158,35.05535842
266,516,196.6202513,62,227.2555585,60.07292509,33.33655982,31.25445562
267,503,198.5883417,62,227.6001985,57.59791365,33.5806472,23.66524892
268,486,205.6433866,62,293.7131049,50.20799456,35.29694988,25.81712382
269,517,185.7214368,62,234.0494588,58.25434334,34.08676634,32.88957827
270,470,223.2918738,62,334.3846127,42.97324299,36.45657364,20.30542453
271,519,190.8139227,58,211.6987554,59.4249592,34.40257319,35.08735938
272,521,240.7928258,58,224.1078385,57.75646938,34.86306477,28.53851384
273,503,208.8335879,58,227.3329044,56.86066623,34.45257642,25.47514141
274,540,185.6269068,58,213.2847107,59.77231521,34.4380371,29.35696831
275,449,215.4016989,58,227.3896638,53.3712816,33.09224156,26.55022705
276,511,213.4274465,58,228.0761277,57.56155952,35.41114649,27.06717447
277,519,191.8597581,58,211.263586,58.21369625,34.43040448,31.6054836
278,516,195.4395466,58,208.5791137,58.90945289,34.3945072,31.2203675
279,449,198.4631906,58,218.150932,52.16118204,33.67729197,24.12998162
280,508,167.6726273,58,186.8893375,58.87888217,35.39695103,20.01599404
281,512,199.2725619,58,215.7327531,58.09525454,33.71678092,27.93615502
282,494,210.5380243,58,216.5249789,56.18671879,34.47303988,23.82587765
283,511,195.0131444,58,229.0131785,56.63335511,33.83828938,30.04363702
284,527,200.3060217,58,205.1909927,57.95304698,34.42795282,30.90553321
285,527,194.0443745,58,216.5113326,59.64316941,33.34723998,24.89435309
286,506,159.3891017,58,192.499028,58.35310421,35.17679365,24.87229793
287,485,172.5830711,58,190.8727474,56.03408058,33.85909363,27.71075304
288,477,158.6013362,58,161.2952075,53.17637278,34.87995729,22.54524054
289,490,249.7085078,58,243.6224246,56.76545588,34.545511,22.27526836
290,486,200.0085491,58,224.94542,56.79972646,35.27947099,31.87529643
291,472,187.1011116,58,196.5077013,54.29353029,34.36599578,27.93003074
292,506,215.74247,58,204.3355173,57.08600347,33.75445638,24.90224084
293,537,217.8447934,58,220.8805506,58.83138268,33.77556231,30.07706671
294,471,177.2549545,58,192.374977,53.84621002,34.09737073,20.63081592
295,457,201.031485,58,225.2861768,53.245996,34.58713302,25.46541358
296,509,193.9993833,58,220.6663391,59.13936009,33.70315764,23.38490233
297,495,202.7989739,58,236.0117528,55.15126911,33.79408662,20.34081786
298,517,223.3765195,58,216.8133214,56.99161306,34.79995294,23.55065199
299,485,179.6449792,58,185.8607453,58.38899676,34.99379036,20.45938603
300,482,198.8915192,58,228.0554732,55.58162582,34.51413919,31.06287074
301,536,230.5115163,60,228.9879687,60.87757884,35.04938751,31.64535875
302,516,186.4934734,60,195.620042,58.62040829,35.01027853,28.25907923
303,510,181.5531314,60,209.8575674,58.39847858,34.41487526,23.96642775
304,482,203.7258478,60,236.7393306,54.59122716,34.78864931,27.77885895
305,474,231.8430707,60,263.355577,53.96005944,33.91040943,31.05861962
306,485,201.4119781,60,244.3771882,58.01805181,34.53553539,32.08937805
307,521,236.6274959,60,214.7783691,58.90470878,34.47650833,26.18630854
308,496,184.3262615,60,229.7013308,56.73350746,34.10932886,18.78067115
309,520,197.9402111,60,227.5817931,59.5584581,34.0445235,26.71864341
310,504,162.411554,60,183.1869521,57.65875472,34.31049957,23.3764516
311,510,210.3596502,60,221.023531,57.38111696,34.83181792,27.45498983
312,501,185.5883299,60,227.1922731,56.66119353,34.87181475,22.24342788
313,467,137.2203218,60,221.0195184,52.43003197,33.67044429,18.54488242
314,483,225.4763659,60,251.5778339,56.94724954,34.18835135,30.23274663
315,497,173.9123131,60,216.468465,55.59237619,34.70781505,13.65248107
316,488,189.6486137,60,239.3638175,58.62139677,34.46220039,27.09099071
317,468,219.4904601,60,291.6379292,53.54218432,35.25375822,25.08541023
318,455,223.2389445,60,290.4052887,44.52110591,35.15586844,15.18117613
319,479,224.0140481,60,255.8041776,55.57994541,35.40988542,32.38399015
320,493,205.3019767,60,237.820521,56.52234767,33.71752692,23.37036427
321,528,190.2425085,60,193.2334778,61.04184377,34.95525738,26.14032334
322,500,164.8742761,60,194.4212733,57.2438301,34.64560617,25.67723444
323,489,220.4800264,60,229.3139017,56.65266654,34.11841483,33.81320572
324,520,154.5894,60,183.993321,59.865371,35.08994232,29.75938886
325,484,206.7890446,60,222.5148874,52.80382204,34.57950008,29.57993891
326,482,221.9226975,60,232.0486753,55.98273124,34.31744782,34.33614862
327,512,200.3134059,60,200.867885,59.85998477,33.70476706,18.19854548
328,489,225.4371007,60,240.6253526,53.27057967,35.11170748,23.80885003
329,449,158.561214,60,300.3252206,46.81501907,34.21079894,18.14892611
330,514,201.0163041,60,202.5530968,56.05521394,33.43230713,31.8390763
331,448,207.9258838,60,303.9677576,44.91205536,35.64101566,14.70572687
332,538,174.8057614,60,192.5945877,56.57511082,34.76544652,27.84257684
333,477,221.3044182,60,254.6177845,55.32078202,34.00255276,34.91926
334,468,185.4277846,60,266.8108088,51.18965877,34.45287212,27.18820684
335,482,189.6302602,60,231.4026348,55.5848926,34.37358187,28.43282081
336,506,190.0895901,60,230.7640763,58.64007964,34.13097696,25.12048213
337,508,230.0719652,60,225.8329228,58.13146867,35.24008844,29.00249585
338,519,208.1057814,60,233.0530154,56.84863177,33.91672368,29.59920103
339,483,184.9085898,60,215.5319993,54.9049137,34.28625883,25.74307084
340,497,225.7032275,60,242.7178023,56.09256734,33.12640517,23.8473611
341,523,193.7444171,60,194.1676466,62.11192701,34.39788088,29.18152099
342,521,228.7654964,60,232.3400596,57.22732403,34.02742032,30.01916573
343,480,164.6743045,60,205.9239407,53.5273058,34.1932173,22.82853859
344,488,231.9544931,60,259.9419735,55.45176124,34.76247264,28.76899397
345,515,237.5297363,60,235.2668084,58.74318995,34.2919598,23.4533775
346,516,211.3517206,60,219.6348739,58.48127225,34.69142328,27.06737145
347,532,256.6969194,60,250.0422626,57.57313618,35.20918254,30.47536985
348,470,158.4359715,60,203.9284543,53.0040299,35.15160684,19.48283518
349,513,192.4822692,60,204.8204709,58.87969778,33.80276215,31.17542235
350,470,207.1207778,60,265.5041216,51.51164013,35.11271336,30.96033515
351,531,166.2363208,60,200.5424882,62.32918633,34.23732929,26.62560015
352,508,219.2726038,60,238.2141641,57.31886169,34.41092682,24.57931435
353,450,207.4350933,60,296.3252273,45.30378283,35.88764086,15.03669394
354,486,214.6766556,60,227.3483722,57.36890092,34.19317378,33.44819209
355,525,180.5874786,60,205.4652029,59.26076119,34.87452205,35.18172605
356,506,190.083145,60,212.1160662,55.52115512,34.91726601,27.94547439
357,530,191.699103,60,207.7366176,59.96996769,34.4198407,30.59916091
358,507,196.9390492,60,212.4291903,58.60077735,34.93068533,19.36689718
359,493,218.2155319,60,249.9751405,55.44236781,35.25451968,26.40344552
360,515,174.1544352,60,204.6193756,61.25789473,33.43875047,26.3190266
361,495,197.1048059,60,251.0596571,58.20412289,34.32390316,27.90180556
362,501,203.3539132,60,235.1042793,57.46928989,34.8501115,19.97824316
363,465,198.1319965,60,264.5130342,49.92508548,35.01709366,29.9318162
364,493,186.1080453,60,234.5919669,57.75762554,35.40935958,24.98105047
365,477,232.2903836,60,266.5813159,52.41543034,34.53199996,23.77936555
366,480,152.2555323,60,208.3155174,52.70388698,34.92810452,14.84692433
367,516,163.7698561,60,185.538926,58.34358802,33.49152021,27.20194614
368,492,208.1156186,60,236.5427654,57.40610305,34.42626291,21.60465476
369,516,208.7674914,60,222.9942901,58.0813148,33.79471363,26.60186433
370,520,173.7870473,60,188.4161715,58.80782872,33.49835096,28.14406613
371,467,176.1623306,60,242.3262628,50.73077949,33.95842347,18.78148635
372,528,183.405466,60,204.4541521,59.61550243,34.22725045,31.63577148
373,466,244.8674554,60,286.1618426,51.84794538,32.85300156,21.23808403
374,517,212.3886501,60,232.1443331,59.18826865,33.16811958,27.59031468
375,515,209.0389237,60,233.0978288,57.32840278,34.181314,26.17749851
376,493,259.8426122,60,263.0684131,55.14209668,35.48201156,18.57233753
377,507,137.1957251,60,183.7443399,58.45184328,34.56665996,28.51441368
378,494,196.9989178,60,236.0842426,56.26821858,34.10998572,30.57807456
379,543,220.4035032,60,226.1034496,59.74235886,34.70281239,29.32938838
380,478,158.161853,60,197.6219997,55.40852093,34.78709429,20.69352801
381,493,248.5827421,60,252.1364925,57.86122019,34.40974371,21.31880404
382,475,178.4424992,60,222.5818507,52.58200417,33.99395596,31.02515146
383,489,224.3258071,60,233.36935,53.81118327,34.32398779,24.98763744
384,482,206.8803203,60,212.3820793,54.17747209,35.51282314,28.14926104
385,517,234.2424641,60,260.4555224,59.72112539,34.78273383,25.44416112
386,485,180.5122736,60,215.8627713,54.31831049,34.79145222,24.9502553
387,477,179.9203024,60,205.8001946,53.10813356,34.07291237,26.48572987
388,498,181.5347338,60,205.408506,56.43643186,34.33720538,17.33824998
